
> serp-filetypes@0.0.1 report:db-content /Users/devin/repos/projects/github@serptemplates/filetypes
> node scripts/report-db-content.mjs -- --format csv

slug,fields_total,fields_filled,fields_empty,summary_words,technical_words,how_to_open_words,how_to_convert_words,total_words
!bt,12,6,6,13,25,0,0,38
!qb,12,6,6,13,35,0,0,48
!sync,12,6,6,13,56,0,0,69
!ut,12,6,6,13,20,0,0,33
$$$,12,7,5,13,52,63,0,128
$01,12,6,6,13,18,0,0,31
$db,12,7,5,13,61,45,0,119
$er,12,5,7,13,0,0,0,13
%23%23,12,7,5,13,73,80,0,166
%23%23%23,12,7,5,13,91,32,0,136
%5e%5e%5e,12,6,6,13,11,0,0,24
%7bpb,12,6,6,13,40,0,0,53
0,12,6,6,13,73,0,0,86
00,12,6,6,13,41,0,0,54
000,12,6,6,13,138,0,0,151
001,12,7,5,13,160,134,0,307
002,12,7,5,13,194,118,0,325
003,12,7,5,13,160,112,0,285
004,12,7,5,13,164,111,0,288
007,12,7,5,13,63,21,0,97
0adsave,12,6,6,13,159,0,0,172
0cc,12,6,6,13,70,0,0,83
0fop,12,7,5,13,87,28,0,128
0xe,12,6,6,13,79,0,0,92
1,12,7,5,13,89,47,0,149
113,12,7,5,13,143,56,0,212
123,12,7,5,13,80,36,0,129
123c,12,6,6,13,46,0,0,59
123d,12,6,6,13,47,0,0,60
123dx,12,6,6,13,22,0,0,35
12m,12,6,6,13,64,0,0,77
17t,12,6,6,13,116,0,0,129
1km,12,3,9,6,0,0,0,6
1pe,12,7,5,13,73,28,0,114
1ph,12,7,5,13,53,15,0,81
1pux,12,7,5,13,137,78,0,228
1sc,12,7,5,13,79,34,0,126
1st,12,6,6,13,13,0,0,26
1te,12,7,5,13,118,49,0,180
1ti,12,7,5,13,115,34,0,162
1tm,12,8,4,13,88,59,33,193
2,12,7,5,13,118,56,0,187
208,12,6,6,13,85,0,0,98
210,12,4,8,6,0,0,0,6
256,12,7,5,13,64,39,0,116
264,12,6,6,13,12,0,0,25
2bp,12,5,7,13,0,0,0,13
2ch,12,8,4,13,104,43,38,198
2d,12,7,5,13,53,24,0,90
2fas,12,7,5,13,132,67,0,212
2fs,12,5,7,13,0,0,0,13
2mg,12,6,6,13,25,0,0,38
2sf,12,5,7,13,0,0,0,13
2sflib,12,6,6,13,16,0,0,29
3,12,7,5,13,122,56,0,191
323,12,5,7,13,0,0,0,13
32x,12,5,7,13,0,0,0,13
360,12,6,6,13,43,0,0,56
386,12,6,6,13,46,0,0,59
3d,12,7,5,58,15,11,0,84
3d2,12,7,5,13,0,0,0,13
3d4,12,6,6,13,7,0,0,20
3da,12,6,6,13,19,0,0,32
3dc,12,6,6,13,31,0,0,44
3dd,12,6,6,13,9,0,0,22
3df,12,6,6,13,13,0,0,26
3dl,12,6,6,13,10,0,0,23
3dm,12,8,4,13,8,0,0,21
3dmark-result,12,6,6,13,33,0,0,46
3dmdef,12,6,6,13,32,0,0,45
3dmf,12,7,5,13,53,32,0,98
3dmk,12,6,6,13,32,0,0,45
3dml,12,3,9,6,0,0,0,6
3don,12,6,6,13,8,0,0,21
3dp,12,6,6,13,28,0,0,41
3dr,12,6,6,13,52,0,0,65
3ds,12,10,2,13,255,41,74,383
3ds-to-dae,12,6,6,4,0,0,252,256
3ds-to-dae.png,12,1,11,0,0,0,0,0
3ds-to-dwg,12,6,6,4,0,0,236,240
3ds-to-dwg.png,12,1,11,0,0,0,0,0
3ds-to-fbx,12,6,6,4,0,0,231,235
3ds-to-fbx.png,12,1,11,0,0,0,0,0
3ds-to-glb,12,6,6,4,0,0,215,219
3ds-to-glb.png,12,1,11,0,0,0,0,0
3ds-to-gltf,12,6,6,4,0,0,264,268
3ds-to-gltf.png,12,1,11,0,0,0,0,0
3ds-to-obj,12,6,6,4,0,0,237,241
3ds-to-obj.png,12,1,11,0,0,0,0,0
3ds-to-pdf,12,6,6,4,0,0,208,212
3ds-to-pdf.png,12,1,11,0,0,0,0,0
3ds-to-ply,12,6,6,4,0,0,229,233
3ds-to-ply.png,12,1,11,0,0,0,0,0
3ds-to-stl,12,6,6,4,0,0,221,225
3ds-to-stl.png,12,1,11,0,0,0,0,0
3ds-to-usdz,12,6,6,4,0,0,237,241
3ds-to-usdz.png,12,1,11,0,0,0,0,0
3dsx,12,7,5,13,110,99,0,222
3dt,12,5,7,13,0,0,0,13
3dv,12,5,7,13,0,0,0,13
3dw,12,6,6,13,104,0,0,117
3dx,12,8,4,13,120,20,37,190
3dxml,12,6,6,13,31,0,0,44
3dz,12,6,6,13,61,0,0,74
3fr,12,7,5,13,197,57,0,267
3fs,12,6,6,13,29,0,0,42
3g2,12,9,3,13,193,156,0,362
3ga,12,6,6,13,20,0,0,33
3gm,12,7,5,13,117,16,0,146
3gp,12,10,2,13,212,136,48,409
3gp2,12,5,7,13,0,0,0,13
3gpa,12,6,6,13,28,0,0,41
3gpp,12,11,1,13,87,342,53,495
3gpp2,12,6,6,13,10,0,0,23
3gx,12,7,5,13,233,29,0,275
3me,12,7,5,13,85,23,0,121
3mf,12,10,2,13,165,299,53,530
3mf-to-3ds,12,6,6,4,0,0,228,232
3mf-to-3ds.png,12,1,11,0,0,0,0,0
3mf-to-dae,12,6,6,4,0,0,230,234
3mf-to-dae.png,12,1,11,0,0,0,0,0
3mf-to-glb,12,6,6,4,0,0,231,235
3mf-to-glb.png,12,1,11,0,0,0,0,0
3mf-to-html,12,6,6,4,0,0,230,234
3mf-to-obj,12,6,6,4,0,0,261,265
3mf-to-obj.png,12,1,11,0,0,0,0,0
3mf-to-stl,12,6,6,4,0,0,240,244
3mf-to-stl.png,12,1,11,0,0,0,0,0
3mf-to-u3d,12,6,6,4,0,0,232,236
3mf-to-u3d.png,12,1,11,0,0,0,0,0
3mm,12,7,5,13,61,35,0,109
3p2,12,5,7,13,0,0,0,13
3pe,12,7,5,13,149,29,0,191
3w,12,6,6,13,83,0,0,96
4,12,7,5,13,116,56,0,185
411,12,6,6,13,6,0,0,19
477,12,6,6,13,17,0,0,30
4db,12,8,4,13,14,0,0,27
4dd,12,8,4,13,84,0,0,97
4dl,12,8,4,13,57,0,0,70
4dv,12,6,6,13,17,0,0,30
4fs,12,6,6,13,31,0,0,44
4mp,12,6,6,13,18,0,0,31
4th,12,6,6,13,71,0,0,84
4ui,12,6,6,13,35,0,0,48
4xm,12,7,5,13,95,44,0,152
5,12,7,5,13,114,56,0,183
555,12,6,6,13,38,0,0,51
5vw,12,6,6,13,44,0,0,57
5xb,12,6,6,13,103,0,0,116
5xe,12,6,6,13,107,0,0,120
5xs,12,6,6,13,103,0,0,116
6,12,7,5,13,76,56,0,145
602,12,6,6,13,51,0,0,64
60d,12,7,5,13,70,21,0,104
669,12,8,4,13,68,23,51,155
68k,12,6,6,13,75,0,0,88
6cm,12,7,5,13,51,11,0,75
7,12,7,5,13,97,56,0,166
73b,12,5,7,13,0,0,0,13
73c,12,5,7,13,0,0,0,13
73i,12,6,6,13,14,0,0,27
73k,12,7,5,13,72,43,0,128
73l,12,5,7,13,0,0,0,13
73p,12,7,5,13,103,54,0,170
73u,12,5,7,13,0,0,0,13
787,12,6,6,13,35,0,0,48
7z,12,10,2,13,144,172,0,329
7z.001,12,7,5,13,145,102,0,260
7z.002,12,7,5,13,95,102,0,210
8,12,7,5,13,112,56,0,181
83p,12,6,6,13,11,0,0,24
86f,12,6,6,13,67,0,0,80
890,12,6,6,13,30,0,0,43
89k,12,7,5,13,74,29,0,116
89u,12,7,5,13,110,39,0,162
89z,12,7,5,13,82,75,0,170
8ba,12,6,6,13,35,0,0,48
8bc,12,7,5,13,67,29,0,109
8be,12,6,6,13,109,0,0,122
8bf,12,6,6,13,8,0,0,21
8bi,12,6,6,13,34,0,0,47
8bi8,12,6,6,13,8,0,0,21
8bl,12,6,6,13,8,0,0,21
8bs,12,6,6,13,25,0,0,38
8bx,12,5,7,13,0,0,0,13
8by,12,6,6,13,137,0,0,150
8ca,12,6,6,13,65,0,0,78
8ci,12,8,4,13,65,32,33,143
8ck,12,6,6,13,38,0,0,51
8cm,12,6,6,13,46,0,0,59
8cu,12,6,6,13,17,0,0,30
8eu,12,7,5,13,70,35,0,118
8ld,12,5,7,13,0,0,0,13
8li,12,6,6,13,34,0,0,47
8med,12,7,5,13,78,35,0,126
8pbs,12,6,6,13,25,0,0,38
8st,12,5,7,13,0,0,0,13
8svx,12,9,3,13,114,55,0,182
8svx.png,12,1,11,0,0,0,0,0
8xg,12,5,7,13,0,0,0,13
8xi,12,5,7,13,0,0,0,13
8xk,12,6,6,13,12,0,0,25
8xp,12,6,6,13,11,0,0,24
8xs,12,5,7,13,0,0,0,13
8xu,12,5,7,13,0,0,0,13
8xv,12,5,7,13,0,0,0,13
9.png,12,6,6,13,84,0,0,97
@@@,12,7,5,13,68,17,0,98
@ex,12,7,5,13,91,56,0,160
__a,12,6,6,13,67,0,0,80
__b,12,6,6,13,25,0,0,38
_doc,12,6,6,13,93,0,0,106
_docx,12,7,5,13,86,129,0,228
_eml,12,5,7,13,0,0,0,13
_nws,12,5,7,13,0,0,0,13
_playmusicid,12,6,6,13,57,0,0,70
_sys.lfo,12,5,7,13,0,0,0,13
_xls,12,7,5,13,123,42,0,178
_xlsx,12,7,5,13,123,42,0,178
a,12,6,6,13,46,0,0,59
a00,12,6,6,13,20,0,0,33
a01,12,6,6,13,22,0,0,35
a02,12,6,6,13,20,0,0,33
a1,12,7,5,13,67,33,0,113
a1wish,12,6,6,13,16,0,0,29
a26,12,5,7,13,0,0,0,13
a2b,12,6,6,13,17,0,0,30
a2c,12,6,6,13,31,0,0,44
a2i,12,6,6,13,11,0,0,24
a2l,12,6,6,13,37,0,0,50
a2m,12,6,6,13,40,0,0,53
a2p,12,6,6,13,27,0,0,40
a2t,12,6,6,13,31,0,0,44
a2theme,12,6,6,13,88,0,0,101
a2w,12,5,7,13,0,0,0,13
a3d,12,6,6,13,123,0,0,136
a3l,12,6,6,13,16,0,0,29
a3m,12,6,6,13,16,0,0,29
a3p,12,7,5,13,145,29,0,187
a3w,12,6,6,13,16,0,0,29
a3x,12,6,6,13,108,0,0,121
a4l,12,6,6,13,16,0,0,29
a4m,12,6,6,13,16,0,0,29
a4p,12,8,4,13,21,0,0,34
a4w,12,6,6,13,16,0,0,29
a52,12,7,5,13,100,36,0,149
a5l,12,6,6,13,16,0,0,29
a5rpt,12,6,6,13,37,0,0,50
a5w,12,8,4,13,100,0,0,113
a5wcmp,12,6,6,13,8,0,0,21
a65,12,6,6,13,16,0,0,29
a6p,12,7,5,13,107,34,0,154
a6page,12,8,4,13,107,71,34,225
a6proj,12,8,4,13,74,71,34,192
a78,12,6,6,13,61,0,0,74
a7d,12,6,6,13,141,0,0,154
a7l,12,6,6,13,113,0,0,126
a7p,12,7,5,13,114,48,0,175
a7r,12,6,6,13,85,0,0,98
a8s,12,6,6,13,26,0,0,39
aa,12,8,4,13,161,0,0,174
aa3,12,8,4,13,118,58,72,261
aaa,12,7,5,13,192,39,0,244
aab,12,6,6,13,122,0,0,135
aac,12,11,1,13,196,61,46,316
aae,12,9,3,13,159,40,0,212
aaf,12,6,6,13,19,0,0,32
aai,12,8,4,13,118,41,36,208
aam,12,6,6,13,27,0,0,40
aan,12,6,6,13,48,0,0,61
aao,12,6,6,13,12,0,0,25
aar,12,6,6,13,118,0,0,131
aas,12,4,8,6,0,0,0,6
aaui,12,6,6,13,32,0,0,45
aawdef,12,6,6,13,19,0,0,32
aax,12,8,4,13,173,0,0,186
aaxc,12,7,5,13,88,47,0,148
aaxplugin,12,6,6,13,46,0,0,59
ab,12,7,5,13,251,113,0,377
ab1,12,5,7,13,0,0,0,13
ab2,12,6,6,13,23,0,0,36
ab3,12,7,5,13,83,40,0,136
aba,12,5,7,13,0,0,0,13
abbu,12,6,6,13,17,0,0,30
abc,12,6,6,13,43,0,0,56
abcd,12,6,6,13,12,0,0,25
abcddb,12,9,3,13,33,0,117,163
abcdp,12,6,6,13,75,0,0,88
abdata,12,7,5,13,69,56,0,138
abex,12,7,5,13,95,88,0,196
abf,12,6,6,13,13,0,0,26
abi,12,5,7,13,0,0,0,13
abk,12,6,6,13,28,0,0,41
abkprj,12,5,7,13,0,0,0,13
abm,12,6,6,13,28,0,0,41
abp,12,6,6,13,20,0,0,33
abr,12,7,5,13,112,128,0,253
abs,12,8,4,13,57,0,0,70
abt,12,6,6,13,101,0,0,114
abu,12,6,6,13,50,0,0,63
abu1,12,6,6,13,90,0,0,103
abw,12,8,4,13,76,90,56,235
abx,12,9,3,13,19,46,0,78
aby,12,6,6,13,24,0,0,37
ac,12,8,4,13,133,0,0,146
ac$,12,6,6,13,24,0,0,37
ac3,12,10,2,13,273,25,49,360
ac5,12,5,7,13,0,0,0,13
ac6,12,5,7,13,0,0,0,13
aca,12,6,6,13,12,0,0,25
acb,12,6,6,13,95,0,0,108
acbl,12,6,6,13,8,0,0,21
acc,12,6,6,13,12,0,0,25
accda,12,6,6,13,12,0,0,25
accdb,12,9,3,13,43,39,0,95
accdc,12,8,4,13,50,0,0,63
accde,12,8,4,13,34,0,0,47
accdr,12,8,4,13,36,0,0,49
accdt,12,9,3,13,253,55,0,321
accdu,12,5,7,13,0,0,0,13
accdw,12,9,3,13,21,76,0,110
accft,12,10,2,13,44,63,0,120
accountpicture-ms,12,6,6,13,128,0,0,141
acd,12,7,5,13,75,32,0,120
acd-bak,12,6,6,13,54,0,0,67
acd-zip,12,6,6,13,61,0,0,74
ace,12,9,3,13,54,46,0,113
acelive,12,6,6,13,119,0,0,132
acf,12,6,6,13,20,0,0,33
acfm,12,6,6,13,12,0,0,25
acg,12,7,5,13,47,22,0,82
acid,12,6,6,13,59,0,0,72
acl,12,6,6,13,23,0,0,36
acm,12,5,7,13,0,0,0,13
acmi,12,6,6,13,125,0,0,138
aco,12,6,6,13,48,0,0,61
acorn,12,8,4,13,127,29,98,267
acp,12,6,6,13,47,0,0,60
acq,12,6,6,13,80,0,0,93
acr,12,6,6,13,25,0,0,38
acrobatsecuritysettings,12,6,6,13,78,0,0,91
acrodata,12,6,6,13,23,0,0,36
acroplugin,12,6,6,13,25,0,0,38
acs,12,6,6,13,13,0,0,26
acs2,12,6,6,13,43,0,0,56
acs3,12,6,6,13,56,0,0,69
acsm,12,7,5,13,101,42,0,156
act,12,10,2,13,265,44,48,370
actc,12,6,6,13,86,0,0,99
action,12,7,5,13,111,38,0,162
actm,12,6,6,13,16,0,0,29
acts,12,7,5,13,53,17,0,83
actx,12,6,6,13,22,0,0,35
acu,12,4,8,6,0,0,0,6
acutc,12,4,8,6,0,0,0,6
acv,12,7,5,13,114,69,0,196
acw,12,6,6,13,38,0,0,51
acww,12,6,6,13,12,0,0,25
acx,12,7,5,13,72,32,0,117
acz,12,6,6,13,63,0,0,76
ad,12,5,7,13,0,0,0,13
ad_prt,12,7,5,13,120,115,0,248
ada,12,7,5,13,194,46,0,253
adadownload,12,6,6,13,28,0,0,41
adame,12,7,5,13,207,60,0,280
adb,12,7,5,13,0,0,0,13
adblock,12,6,6,13,79,0,0,92
adc,12,6,6,13,19,0,0,32
adcp,12,6,6,13,26,0,0,39
add,12,7,5,13,65,34,0,112
addin,12,6,6,13,35,0,0,48
addism,12,6,6,13,59,0,0,72
addoc,12,7,5,13,127,34,0,174
addon,12,7,5,13,69,26,0,108
ade,12,8,4,13,64,0,0,77
adf,12,8,4,13,57,0,0,70
adg,12,5,7,13,0,0,0,13
adi,12,7,5,13,50,21,0,84
adicht,12,6,6,13,116,0,0,129
adidat,12,6,6,13,87,0,0,100
adif,12,6,6,13,89,0,0,102
adm,12,5,7,13,0,0,0,13
adml,12,6,6,13,16,0,0,29
admx,12,6,6,13,125,0,0,138
adn,12,7,5,13,0,0,0,13
ado,12,6,6,13,27,0,0,40
adobe,12,7,5,13,192,39,0,244
adobebridge,12,7,5,13,69,22,0,104
adoc,12,8,4,13,118,32,68,231
adofai,12,7,5,13,106,68,0,187
adox,12,6,6,13,27,0,0,40
adp,12,9,3,13,119,35,0,167
adpp,12,6,6,13,30,0,0,43
adr,12,10,2,13,23,18,49,103
ads,12,5,7,13,0,0,0,13
adt,12,6,6,13,38,0,0,51
adts,12,5,7,13,0,0,0,13
adu,12,6,6,13,59,0,0,72
adv,12,6,6,13,17,0,0,30
advs,12,6,6,13,8,0,0,21
adx,12,7,5,13,45,21,0,79
adz,12,5,7,13,0,0,0,13
aea,12,5,7,13,0,0,0,13
aec,12,6,6,13,26,0,0,39
aecache,12,6,6,13,148,0,0,161
aecap,12,7,5,13,158,63,0,234
aegraphic,12,6,6,13,42,0,0,55
aep,12,10,2,13,156,23,130,322
aepkey,12,6,6,13,116,0,0,129
aepx,12,8,4,13,97,60,67,237
aes,12,6,6,13,88,0,0,101
aesir,12,7,5,13,138,27,0,178
aet,12,8,4,13,111,23,63,210
aetx,12,8,4,13,114,62,56,245
aex,12,8,4,13,74,0,0,87
af2,12,5,7,13,0,0,0,13
af3,12,6,6,13,15,0,0,28
afbook,12,8,4,13,87,34,62,196
afbrushes,12,7,5,13,93,88,0,194
afc,12,5,7,13,0,0,0,13
afd,12,5,7,13,0,0,0,13
afdesign,12,8,4,13,75,44,60,192
afe,12,5,7,13,0,0,0,13
aff,12,6,6,13,45,0,0,58
afi,12,6,6,13,46,0,0,59
afm,12,5,7,13,0,0,0,13
afmacro,12,7,5,13,83,41,0,137
afmacros,12,7,5,13,73,72,0,158
afp,12,6,6,13,22,0,0,35
afpackage,12,8,4,13,113,35,79,240
afphoto,12,10,2,13,86,38,131,268
afpk,12,7,5,13,119,22,0,154
afploc,12,6,6,13,18,0,0,31
afpub,12,8,4,13,160,28,64,265
afs,12,6,6,13,24,0,0,37
aft,12,8,4,13,94,63,43,213
aftemplate,12,7,5,13,80,22,0,115
afx,12,8,4,13,8,0,0,21
afzplug,12,6,6,13,69,0,0,82
agb,12,6,6,13,17,0,0,30
agd,12,5,7,13,0,0,0,13
age,12,3,9,6,0,0,0,6
age3rec,12,6,6,13,59,0,0,72
age3sav,12,6,6,13,60,0,0,73
age3scn,12,6,6,13,48,0,0,61
age3xrec,12,6,6,13,84,0,0,97
age3xsav,12,6,6,13,44,0,0,57
age3yrec,12,6,6,13,84,0,0,97
age3ysav,12,6,6,13,43,0,0,56
agg,12,7,5,13,91,53,0,157
aggr,12,6,6,13,82,0,0,95
agi,12,5,7,13,0,0,0,13
agif,12,8,4,13,24,0,0,37
aglib,12,6,6,13,49,0,0,62
agm,12,6,6,13,13,0,0,26
agmodule,12,6,6,13,26,0,0,39
agp,12,8,4,13,20,0,0,33
agr,12,6,6,13,13,0,0,26
agtemplate,12,6,6,13,21,0,0,34
agtoolkit,12,7,5,13,47,42,0,102
agx,12,6,6,13,51,0,0,64
ahd,12,7,5,13,86,54,0,153
ahead,12,3,9,6,0,0,0,6
ahi,12,5,7,13,0,0,0,13
ahk,12,8,4,13,85,51,46,195
ahl,12,6,6,13,54,0,0,67
ahs,12,6,6,13,27,0,0,40
ahu,12,6,6,13,45,0,0,58
ahx,12,7,5,13,42,21,0,76
ai,12,10,2,13,144,118,89,364
aia,12,7,5,13,86,35,0,134
aic,12,6,6,13,23,0,0,36
aidl,12,6,6,13,108,0,0,121
aif,12,11,1,13,263,222,77,575
aifb,12,5,7,13,0,0,0,13
aifc,12,7,5,13,61,42,0,116
aiff,12,10,2,13,236,37,73,359
aim,12,5,7,13,0,0,0,13
aiml,12,6,6,13,114,0,0,127
aimppl,12,6,6,13,19,0,0,32
ain,12,6,6,13,71,0,0,84
aip,12,7,5,13,125,44,0,182
air,12,6,6,13,128,0,0,141
ais,12,6,6,13,31,0,0,44
ait,12,8,4,13,142,34,70,259
aiu,12,6,6,13,65,0,0,78
aiv,12,5,7,13,0,0,0,13
aix,12,7,5,13,109,77,0,199
ajp,12,6,6,13,11,0,0,24
akp,12,8,4,13,77,40,56,186
aks,12,8,4,13,78,25,24,140
al,12,8,4,13,158,12,39,222
alac,12,10,2,13,98,50,65,226
alaw,12,8,4,13,147,12,39,211
alb,12,6,6,13,47,0,0,60
albm,12,5,7,13,0,0,0,13
album,12,6,6,13,35,0,0,48
alc,12,6,6,13,73,0,0,86
ald,12,6,6,13,24,0,0,37
aldf,12,6,6,13,35,0,0,48
ale,12,6,6,13,34,0,0,47
alf,12,8,4,13,8,0,0,21
alg,12,6,6,13,81,0,0,94
ali,12,6,6,13,8,0,0,21
all,12,6,6,13,42,0,0,55
alm,12,6,6,13,47,0,0,60
alp,12,6,6,13,12,0,0,25
alpx,12,7,5,13,157,73,0,243
alr,12,6,6,13,30,0,0,43
als,12,6,6,13,43,0,0,56
alt,12,5,7,13,0,0,0,13
alv,12,6,6,13,28,0,0,41
alx,12,8,4,13,124,0,0,137
alz,12,8,4,13,24,0,0,37
am,12,6,6,13,24,0,0,37
am1,12,6,6,13,38,0,0,51
am4,12,8,4,13,100,26,43,182
am5,12,5,7,13,0,0,0,13
am6,12,8,4,13,125,26,43,207
am7,12,8,4,13,60,26,43,142
amb,12,7,5,13,92,33,0,138
amc,12,7,5,13,58,37,0,108
amdn,12,6,6,13,175,0,0,188
ame,12,7,5,13,90,67,0,170
amf,12,10,2,13,175,25,79,292
amfm,12,5,7,13,0,0,0,13
amgp,12,7,5,13,143,80,0,236
ami,12,4,8,6,0,0,0,6
aml,12,6,6,13,107,0,0,120
amlx,12,3,9,6,0,0,0,6
amm,12,6,6,13,25,0,0,38
amogus,12,7,5,13,107,47,0,167
amp,12,7,5,13,93,69,0,175
amr,12,10,2,13,277,44,50,384
ams,12,8,4,13,89,17,55,174
amsorm,12,6,6,13,15,0,0,28
amu,12,5,7,13,0,0,0,13
amv,12,9,3,13,109,60,0,182
amx,12,6,6,13,9,0,0,22
amxd,12,6,6,13,24,0,0,37
amxx,12,6,6,13,38,0,0,51
amz,12,6,6,13,41,0,0,54
an,12,8,4,13,112,0,0,125
an1,12,6,6,13,73,0,0,86
an2,12,6,6,13,8,0,0,21
an8,12,6,6,13,16,0,0,29
ana,12,7,5,13,132,90,0,235
anb,12,9,3,13,129,48,0,190
ane,12,6,6,13,58,0,0,71
ang,12,6,6,13,67,0,0,80
anh,12,6,6,13,70,0,0,83
ani,12,8,4,13,175,42,56,286
anim,12,6,6,13,47,0,0,60
anime,12,6,6,13,88,0,0,101
animeaction,12,7,5,13,86,102,0,201
animebrush,12,6,6,13,41,0,0,54
animeexport,12,6,6,13,100,0,0,113
animeproj,12,6,6,13,88,0,0,101
animestyle,12,6,6,13,41,0,0,54
animset,12,6,6,13,35,0,0,48
animset_ingame,12,6,6,13,23,0,0,36
anjuta,12,6,6,13,13,0,0,26
anm,12,5,7,13,0,0,0,13
anme,12,6,6,13,75,0,0,88
ann,12,6,6,13,77,0,0,90
annot,12,6,6,13,56,0,0,69
anp,12,7,5,13,75,21,0,109
ans,12,5,7,13,0,0,0,13
ansym,12,6,6,13,75,0,0,88
ant,12,7,5,13,70,22,0,105
antispam5,12,6,6,13,10,0,0,23
antmpl,12,6,6,13,108,0,0,121
anx,12,6,6,13,69,0,0,82
any,12,6,6,13,17,0,0,30
anydesk,12,7,5,13,137,39,0,189
anz,12,7,5,13,122,32,0,167
ao,12,6,6,13,41,0,0,54
aob,12,5,7,13,0,0,0,13
aod,12,5,7,13,0,0,0,13
aof,12,5,7,13,0,0,0,13
aoi,12,6,6,13,37,0,0,50
aois,12,7,5,13,80,40,0,133
aol,12,7,5,13,109,20,0,142
aom,12,6,6,13,20,0,0,33
aos,12,6,6,13,23,0,0,36
ap,12,8,4,13,32,0,0,45
ap_,12,6,6,13,16,0,0,29
apa,12,6,6,13,25,0,0,38
apalbum,12,6,6,13,30,0,0,43
apc,12,7,5,13,87,37,0,137
apd,12,6,6,13,17,0,0,30
ape,12,9,3,13,76,22,0,111
apex,12,6,6,13,202,0,0,215
apext,12,7,5,13,32,16,0,61
apf,12,6,6,13,26,0,0,39
aph,12,5,7,13,0,0,0,13
api,12,5,7,13,0,0,0,13
apinotes,12,7,5,13,143,49,0,205
apk,12,9,3,13,400,115,0,528
apkg,12,10,2,13,103,181,65,362
apkm,12,7,5,13,284,41,0,338
apks,12,7,5,13,140,71,0,224
apl,12,6,6,13,44,0,0,57
aplg,12,6,6,13,11,0,0,24
aplibrary,12,6,6,13,58,0,0,71
aplp,12,5,7,13,0,0,0,13
apm,12,10,2,13,59,12,76,160
apmc,12,7,5,13,153,33,0,199
apng,12,9,3,13,35,0,0,48
apng.png,12,1,11,0,0,0,0,0
apnx,12,6,6,13,11,0,0,24
app,12,7,5,13,104,66,0,183
appcache,12,8,4,13,112,0,0,125
appcontent-ms,12,6,6,13,101,0,0,114
appdownload,12,6,6,13,19,0,0,32
appex,12,6,6,13,111,0,0,124
appimage,12,6,6,13,114,0,0,127
appinstaller,12,3,9,6,0,0,0,6
applescript,12,6,6,13,9,0,0,22
applet,12,6,6,13,57,0,0,70
application,12,6,6,13,35,0,0,48
appodeal,12,7,5,13,90,24,0,127
appref-ms,12,6,6,13,35,0,0,48
approj,12,8,4,13,96,27,36,172
appup,12,5,7,13,0,0,0,13
appx,12,7,5,13,174,115,0,302
appxbundle,12,6,6,13,107,0,0,120
appxmanifest,12,6,6,13,79,0,0,92
appxsym,12,6,6,13,61,0,0,74
appxupload,12,6,6,13,37,0,0,50
apr,12,6,6,13,34,0,0,47
aps,12,5,7,13,0,0,0,13
apt,12,6,6,13,42,0,0,55
apx,12,6,6,13,16,0,0,29
apxl,12,6,6,13,23,0,0,36
apz,12,10,2,13,65,94,41,213
aq,12,9,3,13,93,71,0,177
aqm,12,6,6,13,44,0,0,57
aqt,12,5,7,13,0,0,0,13
aqx,12,7,5,13,92,58,0,163
aqz,12,7,5,13,61,21,0,95
ar,12,7,5,13,59,80,0,152
ara,12,6,6,13,7,0,0,20
arb,12,7,5,13,97,47,0,157
arc,12,8,4,13,39,0,0,52
arc.lh,12,6,6,13,13,0,0,26
arch00,12,5,7,13,0,0,0,13
architect,12,6,6,13,141,0,0,154
archive,12,7,5,13,76,114,0,203
archiver,12,6,6,13,71,0,0,84
arcproj,12,7,5,13,110,24,0,147
arcut,12,5,7,13,0,0,0,13
ard,12,5,7,13,0,0,0,13
arduboy,12,7,5,13,90,112,0,215
arena,12,6,6,13,14,0,0,27
arexport,12,7,5,13,180,38,0,231
arf,12,8,4,13,40,0,0,53
arff,12,6,6,13,15,0,0,28
arfx,12,7,5,13,156,59,0,228
arg,12,6,6,13,34,0,0,47
arh,12,6,6,13,17,0,0,30
ari,12,7,5,13,69,43,0,125
aria,12,6,6,13,20,0,0,33
aria2,12,6,6,13,51,0,0,64
ariax,12,6,6,13,19,0,0,32
arj,12,8,4,13,35,0,0,48
ark,12,5,7,13,0,0,0,13
arkprofile,12,6,6,13,56,0,0,69
arktribe,12,6,6,13,55,0,0,68
arl,12,6,6,13,9,0,0,22
arm,12,7,5,13,115,27,0,155
arn,12,6,6,13,67,0,0,80
aro,12,8,4,13,23,0,0,36
arp,12,6,6,13,45,0,0,58
arpack,12,6,6,13,13,0,0,26
arpatch,12,7,5,13,173,29,0,215
arproj,12,7,5,13,168,59,0,240
arprojpkg,12,7,5,13,158,38,0,209
arr,12,5,7,13,0,0,0,13
ars,12,6,6,13,24,0,0,37
arsc,12,7,5,13,98,79,0,190
arscript,12,6,6,13,21,0,0,34
art,12,8,4,13,6,0,0,19
art50,12,7,5,13,192,29,0,234
art60,12,7,5,13,172,29,0,214
art70,12,7,5,13,183,34,0,230
art80,12,7,5,13,272,34,0,319
artb,12,6,6,13,21,0,0,34
article,12,6,6,13,48,0,0,61
artpage,12,8,4,13,102,84,34,233
artproj,12,5,7,13,0,0,0,13
artwork,12,6,6,13,20,0,0,33
arw,12,10,2,13,155,131,141,440
arx,12,6,6,13,22,0,0,35
