
> serp-filetypes@0.0.1 report:db-content /Users/devin/repos/projects/github@serptemplates/filetypes
> node scripts/report-db-content.mjs -- --format csv

slug,fields_total,fields_filled,fields_empty,summary_words,technical_words,how_to_open_words,how_to_convert_words,total_words
m2ts,12,8,4,13,15,0,0,28
m2v,12,9,3,13,96,162,0,271
m3,12,6,6,13,16,0,0,29
m3a,12,3,9,6,0,0,0,6
m3d,12,6,6,13,12,0,0,25
m3g,12,7,5,13,92,31,0,136
m3p,12,6,6,13,85,0,0,98
m3u,12,11,1,13,177,85,85,360
m3u8,12,10,2,13,321,220,83,637
m3up,12,7,5,13,119,69,0,201
m4,12,5,7,13,0,0,0,13
m4a,12,10,2,13,217,26,55,311
m4b,12,10,2,13,174,60,80,327
m4e,12,6,6,13,46,0,0,59
m4f,12,7,5,13,37,23,0,73
m4p,12,8,4,13,147,0,0,160
m4r,12,10,2,13,122,68,53,256
m4s,12,10,2,13,125,201,67,406
m4u,12,5,7,13,0,0,0,13
m4v,12,8,4,13,268,0,0,281
m5p,12,6,6,13,73,0,0,86
m64,12,7,5,13,49,38,0,100
m75,12,6,6,13,25,0,0,38
m77t,12,6,6,13,78,0,0,91
m7c,12,7,5,13,129,31,0,173
ma,12,9,3,13,185,75,0,273
ma1,12,6,6,13,0,43,0,56
maas,12,7,5,13,117,95,0,225
mab,12,6,6,13,47,0,0,60
mabk,12,7,5,13,134,125,0,272
mac,12,8,4,13,89,17,57,176
macbin,12,6,6,13,11,0,0,24
macvm,12,7,5,13,172,112,0,297
mad,12,6,6,13,42,0,0,55
madesktop,12,7,5,13,123,51,0,187
mads,12,3,9,6,0,0,0,6
mae,12,6,6,13,18,0,0,31
maei,12,3,9,6,0,0,0,6
maf,12,7,5,13,233,85,0,331
maff,12,7,5,13,153,56,0,222
mag,12,6,6,13,32,0,0,45
magic,12,6,6,13,129,0,0,142
magik,12,6,6,13,36,0,0,49
magiwol,12,6,6,13,64,0,0,77
mahjongtitanssave-ms,12,6,6,13,43,0,0,56
mai,12,6,6,13,14,0,0,27
maid,12,7,5,13,92,46,0,151
mailhost,12,6,6,13,62,0,0,75
mailplanelicense,12,5,7,13,0,0,0,13
mailsignature,12,7,5,13,122,76,0,211
mailstationery,12,6,6,13,65,0,0,78
mailtoloc,12,6,6,13,40,0,0,53
mak,12,6,6,13,14,0,0,27
make,12,6,6,13,17,0,0,30
makefile,12,5,7,13,0,0,0,13
maker,12,8,4,13,60,24,35,132
makerbot,12,6,6,13,83,0,0,96
mako,12,6,6,13,24,0,0,37
mal,12,6,6,13,15,0,0,28
mam,12,7,5,13,71,49,0,133
mamc,12,7,5,13,90,30,0,133
mamx,12,7,5,13,123,45,0,181
man,12,6,6,13,154,0,0,167
mani,12,6,6,13,16,0,0,29
manifest,12,6,6,13,96,0,0,109
manm,12,6,6,13,20,0,0,33
map,12,7,5,13,140,45,0,198
map16,12,6,6,13,69,0,0,82
mapimail,12,5,7,13,0,0,0,13
maplet,12,6,6,13,10,0,0,23
mapsdata,12,6,6,13,9,0,0,22
mapx,12,6,6,13,79,0,0,92
maq,12,5,7,13,0,0,0,13
mar,12,6,6,13,91,0,0,104
markdn,12,6,6,13,11,0,0,24
markdown,12,6,6,13,110,0,0,123
marko,12,7,5,13,71,66,0,150
mars,12,6,6,13,66,0,0,79
marshal,12,6,6,13,55,0,0,68
mart,12,6,6,13,32,0,0,45
mas,12,6,6,13,27,0,0,40
mask,12,5,7,13,0,0,0,13
masseffectprofile,12,6,6,13,29,0,0,42
masseffectsave,12,6,6,13,97,0,0,110
master,12,9,3,13,54,45,0,112
mat,12,7,5,13,182,30,0,225
material,12,6,6,13,17,0,0,30
mathml,12,4,8,6,0,0,0,6
mato,12,6,6,13,25,0,0,38
mau,12,5,7,13,0,0,0,13
mav,12,6,6,13,13,0,0,26
maw,12,6,6,13,14,0,0,27
max,12,10,2,13,90,90,85,278
maxc,12,6,6,13,60,0,0,73
maz,12,5,7,13,0,0,0,13
mb,12,9,3,13,123,29,0,165
mb64,12,7,5,13,100,113,0,226
mba,12,6,6,13,49,0,0,62
mbb,12,6,6,13,47,0,0,60
mbbk,12,6,6,13,13,0,0,26
mbd,12,6,6,13,93,0,0,106
mbf,12,6,6,13,18,0,0,31
mbg,12,5,7,13,0,0,0,13
mbi,12,5,7,13,0,0,0,13
mbin,12,7,5,13,118,45,0,176
mbk,12,7,5,13,114,16,0,143
mbl,12,5,7,13,0,0,0,13
mblock,12,7,5,13,148,109,0,270
mbm,12,5,7,13,0,0,0,13
mbn,12,6,6,13,85,0,0,98
mbox,12,8,4,13,81,137,31,262
mbp,12,5,7,13,0,0,0,13
mbr,12,5,7,13,0,0,0,13
mbs,12,6,6,13,72,0,0,85
mbsa,12,5,7,13,0,0,0,13
mbt,12,6,6,13,7,0,0,20
mbtiles,12,7,5,13,88,56,0,157
mbw,12,9,3,13,140,115,0,268
mbwb,12,7,5,13,96,49,0,158
mbx,12,6,6,13,36,0,0,49
mbz,12,6,6,13,157,0,0,170
mc,12,7,5,13,146,64,0,223
mc1,12,5,7,13,0,0,0,13
mc2,12,6,6,13,12,0,0,25
mc5,12,6,6,13,15,0,0,28
mc6,12,6,6,13,40,0,0,53
mc9,12,5,7,13,0,0,0,13
mca,12,7,5,13,167,85,0,265
mcaddon,12,6,6,13,123,0,0,136
mcal,12,6,6,13,58,0,0,71
mcapm,12,6,6,13,97,0,0,110
mcassetsroot,12,7,5,13,116,8,0,137
mcat,12,7,5,13,116,39,0,168
mcattributes,12,7,5,13,75,59,0,147
mcd,12,6,6,13,74,0,0,87
mcdx,12,6,6,13,60,0,0,73
mcf,12,7,5,13,72,79,0,164
mcfi,12,6,6,13,38,0,0,51
mcfp,12,6,6,13,14,0,0,27
mcfunction,12,7,5,13,129,120,0,262
mcgame,12,6,6,13,31,0,0,44
mchelp,12,6,6,13,91,0,0,104
mci,12,7,5,13,68,22,0,103
mcif,12,6,6,13,52,0,0,65
mcl,12,6,6,13,42,0,0,55
mclevel,12,6,6,13,67,0,0,80
mcmac,12,6,6,13,46,0,0,59
mcmeta,12,7,5,13,149,83,0,245
mco,12,6,6,13,26,0,0,39
mcolor,12,6,6,13,88,0,0,101
mcp,12,5,7,13,0,0,0,13
mcpack,12,7,5,13,31,86,0,130
mcpr,12,7,5,13,82,43,0,138
mcproject,12,8,4,13,140,42,33,228
mcq,12,7,5,13,139,56,0,208
mcr,12,6,6,13,60,0,0,73
mcreator,12,7,5,13,113,76,0,202
mcrp,12,6,6,13,27,0,0,40
mcs,12,7,5,13,76,22,0,111
mcserver,12,6,6,13,24,0,0,37
mcsg,12,7,5,13,74,71,0,158
mcsp,12,5,7,13,0,0,0,13
mcstructure,12,7,5,13,218,64,0,295
mcsx,12,6,6,13,32,0,0,45
mct,12,6,6,13,111,0,0,124
mctemplate,12,6,6,13,71,0,0,84
mcurl,12,3,9,6,0,0,0,6
mcusw,12,6,6,13,48,0,0,61
mcw,12,6,6,13,31,0,0,44
mcworld,12,7,5,13,146,91,0,250
mcx,12,6,6,13,8,0,0,21
mcx-8,12,7,5,13,93,33,0,139
mcxe,12,6,6,13,57,0,0,70
mcz,12,6,6,13,27,0,0,40
md,12,7,5,13,199,71,0,283
md0,12,6,6,13,24,0,0,37
md1,12,7,5,13,58,49,0,120
md2,12,8,4,13,75,17,43,148
md3,12,6,6,13,13,0,0,26
md5,12,6,6,13,57,0,0,70
md5.txt,12,7,5,13,107,24,0,144
md5anim,12,6,6,13,25,0,0,38
md5camera,12,6,6,13,35,0,0,48
md5mesh,12,6,6,13,107,0,0,120
md8,12,6,6,13,16,0,0,29
mda,12,5,7,13,0,0,0,13
mdb,12,9,3,13,81,33,0,127
mdbackup,12,6,6,13,58,0,0,71
mdbhtml,12,5,7,13,0,0,0,13
mdc,12,5,7,13,0,0,0,13
mdd,12,6,6,13,36,0,0,49
mddata,12,6,6,13,44,0,0,57
mddbs,12,6,6,13,37,0,0,50
mde,12,5,7,13,0,0,0,13
mdeck,12,8,4,13,124,21,59,217
mdex,12,6,6,13,55,0,0,68
mdf,12,9,3,13,171,0,0,184
mdg,12,6,6,13,133,0,0,146
mdi,12,6,6,13,78,0,0,91
mdimporter,12,6,6,13,59,0,0,72
mdinfo,12,6,6,13,43,0,0,56
mdj,12,6,6,13,72,0,0,85
mdl,12,7,5,13,48,62,0,123
mdl0,12,6,6,13,68,0,0,81
mdm,12,6,6,13,21,0,0,34
mdmp,12,6,6,13,76,0,0,89
mdn,12,6,6,13,0,10,0,23
mdown,12,6,6,13,27,0,0,40
mdp,12,6,6,13,89,0,0,102
mdq,12,6,6,13,72,0,0,85
mdr,12,6,6,13,47,0,0,60
mds,12,6,6,13,38,0,0,51
mdsx,12,6,6,13,70,0,0,83
mdt,12,5,7,13,0,0,0,13
mdw,12,7,5,13,115,52,0,180
mdx,12,10,2,13,198,51,33,295
mdz,12,7,5,13,90,33,0,136
mdzip,12,5,7,13,0,0,0,13
me,12,7,5,13,90,53,0,156
me2mod,12,6,6,13,29,0,0,42
meb,12,7,5,13,51,58,0,122
med,12,7,5,13,78,51,0,142
media,12,7,5,13,29,59,0,101
medusa,12,7,5,13,90,48,0,151
mef,12,5,7,13,0,0,0,13
meg,12,6,6,13,27,0,0,40
mega,12,6,6,13,38,0,0,51
mel,12,7,5,13,130,124,0,267
mell,12,6,6,13,10,0,0,23
mellel,12,8,4,13,70,19,45,147
melmod,12,7,5,13,78,37,0,128
melon,12,7,5,13,78,31,0,122
melsave,12,7,5,13,62,31,0,106
meltem,12,8,4,13,135,27,45,220
mem,12,7,5,13,75,23,0,111
meml,12,7,5,13,61,70,0,144
memo,12,7,5,13,89,89,0,191
menc,12,6,6,13,131,0,0,144
menu,12,6,6,13,33,0,0,46
meo,12,5,7,13,0,0,0,13
meotempo,12,7,5,13,73,27,0,113
mep,12,7,5,13,105,49,0,167
mepj,12,8,4,13,169,47,74,303
meps,12,7,5,13,113,22,0,148
mepx,12,8,4,13,106,37,29,185
mer,12,8,4,13,76,17,54,160
merlin2,12,6,6,13,0,34,0,47
merlinlicense,12,5,7,13,0,0,0,13
merry,12,7,5,13,165,60,0,238
mesh,12,6,6,13,27,0,0,40
meshlib,12,5,7,13,0,0,0,13
met,12,6,6,13,23,0,0,36
meta,12,6,6,13,22,0,0,35
meta4,12,4,8,6,0,0,0,6
metadata_never_index,12,6,6,13,58,0,0,71
metal,12,7,5,13,110,83,0,206
metalink,12,4,8,6,0,0,0,6
metriclog,12,7,5,13,63,38,0,114
metriclog.anon,12,7,5,13,64,38,0,115
mets,12,3,9,6,0,0,0,6
mex,12,5,7,13,0,0,0,13
mf,12,6,6,13,74,0,0,87
mf4,12,6,6,13,72,0,0,85
mfa,12,7,5,13,86,34,0,133
mfcribbon-ms,12,6,6,13,26,0,0,39
mfd,12,6,6,13,93,0,0,106
mfe,12,5,7,13,0,0,0,13
mfi,12,7,5,13,87,65,0,165
mfil,12,5,7,13,0,0,0,13
mfl,12,6,6,13,18,0,0,31
mflink,12,7,5,13,164,36,0,213
mfm,12,4,8,6,0,0,0,6
mfo,12,6,6,13,22,0,0,35
mfp,12,5,7,13,0,0,0,13
mfs,12,6,6,13,24,0,0,37
mft,12,6,6,13,36,0,0,49
mfu,12,6,6,13,30,0,0,43
mfv,12,5,7,13,0,0,0,13
mfw,12,5,7,13,0,0,0,13
mfx,12,9,3,13,99,36,0,148
mga,12,6,6,13,42,0,0,55
mgc,12,7,5,13,60,26,0,99
mgcb,12,6,6,13,15,0,0,28
mgd77,12,6,6,13,125,0,0,138
mgdatabase,12,6,6,13,40,0,0,53
mgf,12,5,7,13,0,0,0,13
mgjson,12,7,5,13,107,54,0,174
mgk,12,6,6,13,26,0,0,39
mgl,12,6,6,13,20,0,0,33
mgm,12,6,6,13,32,0,0,45
mgmf,12,6,6,13,35,0,0,48
mgmt,12,6,6,13,19,0,0,32
mgmx,12,6,6,13,26,0,0,39
mgo,12,6,6,13,21,0,0,34
mgourmet,12,7,5,13,84,19,0,116
mgourmet3,12,7,5,13,82,22,0,117
mgourmet4,12,7,5,13,102,20,0,135
mgp,12,4,8,6,0,0,0,6
mgs,12,6,6,13,28,0,0,41
mgspot,12,6,6,13,19,0,0,32
mgt,12,6,6,13,45,0,0,58
mgtheme,12,6,6,13,21,0,0,34
mgtx,12,6,6,13,8,0,0,21
mgv,12,6,6,13,18,0,0,31
mgw,12,6,6,13,130,0,0,143
mgx,12,7,5,13,97,42,0,152
mgz,12,4,8,6,0,0,0,6
mhm,12,8,4,13,128,89,30,260
mhp,12,5,7,13,0,0,0,13
mhr,12,7,5,13,155,28,0,196
mhs,12,6,6,13,12,0,0,25
mht,12,9,3,13,103,69,0,185
mhtml,12,10,2,13,151,71,0,235
mi4,12,6,6,13,14,0,0,27
mic,12,6,6,13,14,0,0,27
micro,12,7,5,13,97,29,0,139
mid,12,10,2,13,125,37,49,224
midi,12,8,4,13,71,47,44,175
mie,12,4,8,6,0,0,0,6
mif,12,6,6,13,44,0,0,57
miff,12,6,6,13,76,0,0,89
mig,12,6,6,13,48,0,0,61
migratedaplibrary,12,6,6,13,74,0,0,87
migratedphotolibrary,12,6,6,13,49,0,0,62
mii,12,6,6,13,47,0,0,60
miigx,12,7,5,13,149,104,0,266
milk,12,7,5,13,110,131,0,254
mim,12,6,6,13,32,0,0,45
mime,12,6,6,13,31,0,0,44
min,12,5,7,13,0,0,0,13
minc,12,6,6,13,43,0,0,56
mind,12,6,6,13,85,0,0,98
minder,12,7,5,13,78,47,0,138
mindnode,12,5,7,13,0,0,0,13
mine,12,7,5,13,131,89,0,233
minesweepersave-ms,12,6,6,13,62,0,0,75
mini2sf,12,5,7,13,0,0,0,13
minigsf,12,6,6,13,21,0,0,34
minincsf,12,5,7,13,0,0,0,13
minipsf,12,5,7,13,0,0,0,13
minipsf2,12,6,6,13,13,0,0,26
miniso,12,6,6,13,59,0,0,72
minissf,12,7,5,13,158,80,0,251
miniusf,12,5,7,13,0,0,0,13
mint,12,9,3,13,68,51,0,132
mio,12,6,6,13,71,0,0,84
mip,12,6,6,13,43,0,0,56
mipmaps,12,6,6,13,140,0,0,153
miproject,12,7,5,13,98,81,0,192
mir,12,6,6,13,63,0,0,76
mis,12,6,6,13,87,0,0,100
mission,12,6,6,13,16,0,0,29
mit,12,5,7,13,0,0,0,13
miuigallery,12,7,5,13,106,50,0,169
mix,12,10,2,13,47,194,0,254
mj2,12,7,5,13,122,31,0,166
mjbooktemplate,12,6,6,13,29,0,0,42
mjd,12,6,6,13,48,0,0,61
mjdoc,12,6,6,13,77,0,0,90
mjk,12,6,6,13,9,0,0,22
mjml,12,8,4,13,174,73,54,314
mjp,12,8,4,13,0,38,0,51
mjp2,12,3,9,6,0,0,0,6
mjpeg,12,8,4,13,43,0,0,56
mjpg,12,8,4,13,116,33,40,202
mjs,12,8,4,13,93,0,0,106
mk,12,5,7,13,0,0,0,13
mk3d,12,8,4,13,171,0,0,184
mk4,12,6,6,13,15,0,0,28
mka,12,10,2,13,182,94,49,338
mkcd,12,7,5,13,150,48,0,211
mkd,12,6,6,13,52,0,0,65
mkf,12,7,5,13,88,38,0,139
mks,12,8,4,13,37,0,0,50
mkv,12,10,2,13,327,35,49,424
ml,12,6,6,13,37,0,0,50
ml20,12,7,5,13,82,28,0,123
mlapp,12,7,5,13,178,27,0,218
mlappinstall,12,7,5,13,135,25,0,173
mlb,12,5,7,13,0,0,0,13
mlc,12,6,6,13,55,0,0,68
mlf,12,7,5,13,69,42,0,124
mlk,12,5,7,13,0,0,0,13
mll,12,6,6,13,27,0,0,40
mlm,12,6,6,13,16,0,0,29
mlmodel,12,7,5,13,209,40,0,262
mlmodelc,12,7,5,13,94,20,0,127
mlo,12,7,5,13,160,80,0,253
mlp,12,6,6,13,18,0,0,31
mlpkginstall,12,6,6,13,75,0,0,88
mlproj,12,7,5,13,135,67,0,215
mls,12,5,7,13,0,0,0,13
mlt,12,6,6,13,147,0,0,160
mltbx,12,7,5,13,92,46,0,151
mlx,12,8,4,13,157,31,37,238
mm,12,6,6,13,85,0,0,98
mm6,12,6,6,13,16,0,0,29
mm7,12,7,5,13,116,87,0,216
mm8,12,7,5,13,121,55,0,189
mma,12,6,6,13,9,0,0,22
mmap,12,8,4,13,111,82,74,280
mmas,12,7,5,13,133,39,0,185
mmat,12,8,4,13,86,37,54,190
mmb,12,7,5,13,35,18,0,66
mmbak,12,7,5,13,115,40,0,168
mmc,12,6,6,13,22,0,0,35
mmcollection,12,5,7,13,0,0,0,13
mmd,12,4,8,6,0,0,0,6
mmdc,12,5,7,13,0,0,0,13
mme,12,6,6,13,7,0,0,20
mmf,12,10,2,13,185,48,31,277
mmf.png,12,1,11,0,0,0,0,0
mmg,12,6,6,13,22,0,0,35
mmip,12,5,7,13,0,0,0,13
mmjproject,12,6,6,13,129,0,0,142
mml,12,6,6,13,29,0,0,42
mmlp,12,6,6,13,18,0,0,31
mmm,12,8,4,13,93,30,60,196
mmmacro,12,7,5,13,69,63,0,145
mmmp,12,7,5,13,130,53,0,196
mmms,12,7,5,13,128,41,0,182
mmo,12,5,7,13,0,0,0,13
mmon,12,7,5,13,64,19,0,96
mmp,12,7,5,13,109,19,0,141
mmpp,12,7,5,13,78,49,0,140
mmpz,12,6,6,13,78,0,0,91
mmr,12,4,8,6,0,0,0,6
mmrc,12,7,5,13,104,45,0,162
mms,12,6,6,13,97,0,0,110
mmu,12,6,6,13,63,0,0,76
mmv,12,7,5,13,43,106,0,162
mmw,12,5,7,13,0,0,0,13
mmx,12,7,5,13,89,39,0,141
mmz,12,6,6,13,65,0,0,78
mnc,12,5,7,13,0,0,0,13
mng,12,10,2,13,116,27,0,156
mnh,12,6,6,13,15,0,0,28
mnk,12,5,7,13,0,0,0,13
mnl,12,6,6,13,16,0,0,29
mnm,12,6,6,13,42,0,0,55
mno,12,6,6,13,57,0,0,70
mnr,12,5,7,13,0,0,0,13
mns,12,6,6,13,66,0,0,79
mnt,12,7,5,13,64,13,0,90
mnu,12,6,6,13,98,0,0,111
mnv,12,6,6,13,23,0,0,36
mnx,12,7,5,13,46,16,0,75
mny,12,6,6,13,18,0,0,31
mo,12,6,6,13,29,0,0,42
mo1,12,7,5,13,67,37,0,117
mo3,12,8,4,13,87,24,56,180
mob,12,6,6,13,30,0,0,43
mobi,12,8,4,13,77,28,56,174
mobileconfig,12,7,5,13,88,82,0,183
mobileprovision,12,6,6,13,74,0,0,87
mobirise,12,6,6,13,219,0,0,232
moc,12,7,5,13,176,46,0,235
mod,12,10,2,13,282,76,38,409
modd,12,6,6,13,18,0,0,31
mode,12,6,6,13,76,0,0,89
mode1v3,12,6,6,13,26,0,0,39
mode2v3,12,6,6,13,25,0,0,38
model,12,7,5,13,66,51,0,130
modfem,12,6,6,13,41,0,0,54
modpkg,12,6,6,13,95,0,0,108
mods,12,4,8,6,0,0,0,6
module,12,6,6,13,70,0,0,83
moef,12,6,6,13,141,0,0,154
mof,12,6,6,13,65,0,0,78
moff,12,6,6,13,161,0,0,174
moflex,12,8,4,13,72,14,13,112
mogg,12,5,7,13,0,0,0,13
mogrt,12,6,6,13,174,0,0,187
moho,12,6,6,13,110,0,0,123
mohoaction,12,6,6,13,74,0,0,87
mohobrush,12,6,6,13,97,0,0,110
mohoexport,12,6,6,13,103,0,0,116
mohoproj,12,6,6,13,90,0,0,103
mohostyle,12,6,6,13,63,0,0,76
moi,12,6,6,13,38,0,0,51
mol,12,6,6,13,7,0,0,20
mol2,12,6,6,13,32,0,0,45
mom,12,6,6,13,18,0,0,31
momma,12,6,6,13,12,0,0,25
mon,12,7,5,13,89,38,0,140
money,12,5,7,13,0,0,0,13
moneywell,12,6,6,13,22,0,0,35
monopic,12,8,4,13,108,30,68,219
monosnippet,12,7,5,13,137,44,0,194
monster,12,6,6,13,136,0,0,149
montage,12,6,6,13,26,0,0,39
moo,12,7,5,13,82,45,0,140
moov,12,6,6,13,40,0,0,53
mos,12,6,6,13,34,0,0,47
mosaic,12,5,7,13,0,0,0,13
mot,12,7,5,13,92,73,0,178
moti,12,6,6,13,136,0,0,149
motn,12,6,6,13,169,0,0,182
motr,12,6,6,13,180,0,0,193
mou,12,6,6,13,18,0,0,31
mountain,12,7,5,13,163,52,0,228
mov,12,10,2,13,523,69,174,779
movie,12,6,6,13,41,0,0,54
movpkg,12,7,5,13,180,109,0,302
mox,12,5,7,13,0,0,0,13
moz,12,5,7,13,0,0,0,13
mozlz4,12,7,5,13,100,64,0,177
mp,12,9,3,13,55,0,29,97
mp1,12,6,6,13,22,0,0,35
mp10,12,6,6,13,23,0,0,36
mp11,12,6,6,13,22,0,0,35
mp12,12,6,6,13,140,0,0,153
mp13,12,6,6,13,102,0,0,115
mp14,12,6,6,13,137,0,0,150
mp2,12,10,2,13,164,37,78,292
mp21,12,6,6,13,33,0,0,46
mp2a,12,3,9,6,0,0,0,6
mp2m,12,7,5,13,85,65,0,163
mp2s,12,5,7,13,0,0,0,13
mp2v,12,6,6,13,32,0,0,45
mp3,12,10,2,13,270,139,82,504
mp4,12,10,2,13,524,147,80,764
mp4.infovid,12,6,6,13,80,0,0,93
mp4a,12,3,9,6,0,0,0,6
mp4s,12,3,9,6,0,0,0,6
mp4v,12,6,6,13,51,0,0,64
mp5,12,10,2,13,71,83,22,189
mp7,12,6,6,13,29,0,0,42
mp8,12,6,6,13,131,0,0,144
mp9,12,5,7,13,0,0,0,13
mp_,12,5,7,13,0,0,0,13
mpa,12,5,7,13,0,0,0,13
mpa2,12,8,4,13,68,33,31,145
mpb,12,6,6,13,12,0,0,25
mpc,12,7,5,13,0,0,0,13
mpcpl,12,6,6,13,16,0,0,29
mpd,12,6,6,13,27,0,0,40
mpdconf,12,6,6,13,64,0,0,77
mpdp,12,6,6,13,62,0,0,75
mpe,12,8,4,13,12,0,0,25
mpe1,12,7,5,13,119,61,0,193
mpeg,12,10,2,13,447,428,88,976
mpeg1,12,6,6,13,23,0,0,36
mpeg2,12,7,5,13,85,33,0,131
mpeg4,12,6,6,13,8,0,0,21
mpf,12,6,6,13,23,0,0,36
mpg,12,10,2,13,99,31,59,202
mpg2,12,6,6,13,23,0,0,36
mpg4,12,6,6,13,33,0,0,46
mpga,12,6,6,13,11,0,0,24
mpgindex,12,6,6,13,63,0,0,76
mph,12,8,4,13,85,21,49,168
mpi,12,6,6,13,9,0,0,22
mpj,12,5,7,13,0,0,0,13
mpk,12,6,6,13,89,0,0,102
mpkg,12,9,3,13,85,30,0,128
mpkg.png,12,1,11,0,0,0,0,0
mpkt,12,6,6,13,201,0,0,214
mpl,12,6,6,13,75,0,0,88
mpls,12,7,5,13,110,39,0,162
mpm,12,7,5,13,83,64,0,160
mpn,12,7,5,13,134,72,0,219
mpo,12,10,2,13,152,58,116,339
mpp,12,8,4,13,176,69,67,325
mppz,12,5,7,13,0,0,0,13
mpq,12,9,3,13,108,69,0,190
mpqe,12,6,6,13,15,0,0,28
mpr,12,6,6,13,13,0,0,26
mproj,12,6,6,13,27,0,0,40
mproject,12,7,5,13,94,61,0,168
mps,12,5,7,13,0,0,0,13
mpsub,12,6,6,13,11,0,0,24
mpt,12,8,4,13,108,30,67,218
mptm,12,8,4,13,109,19,56,197
mpu,12,6,6,13,26,0,0,39
mpv,12,10,2,13,54,36,46,149
mpv2,12,8,4,13,82,36,46,177
mpw,12,5,7,13,0,0,0,13
mpws,12,6,6,13,75,0,0,88
mpx,12,5,7,13,0,0,0,13
mpy,12,7,5,13,103,22,0,138
mpz,12,6,6,13,13,0,0,26
mpzip,12,6,6,13,32,0,0,45
mq,12,6,6,13,154,0,0,167
mq4,12,6,6,13,23,0,0,36
mq5,12,6,6,13,139,0,0,152
mqh,12,6,6,13,153,0,0,166
mqo,12,5,7,13,0,0,0,13
mqv,12,8,4,13,66,24,34,137
mqy,12,3,9,6,0,0,0,6
mr,12,7,5,13,55,122,0,190
mrb,12,6,6,13,68,0,0,81
mrc,12,5,7,13,0,0,0,13
mrcx,12,3,9,6,0,0,0,6
mrf,12,6,6,13,133,0,0,146
mrg,12,6,6,13,98,0,0,111
mrimg,12,5,7,13,0,0,0,13
mrk,12,6,6,13,97,0,0,110
mrm,12,7,5,13,120,49,0,182
mrml,12,6,6,13,32,0,0,45
mrp,12,6,6,13,81,0,0,94
mrpack,12,8,4,13,78,92,32,215
mrs,12,6,6,13,10,0,0,23
mrsn,12,6,6,13,110,0,0,123
mrt,12,6,6,13,82,0,0,95
mrw,12,8,4,13,94,56,111,274
mrxs,12,6,6,13,51,0,0,64
mry,12,6,6,13,64,0,0,77
ms,12,6,6,13,18,0,0,31
ms-one-stub,12,7,5,13,93,103,0,209
ms-tnef,12,6,6,13,27,0,0,40
ms1,12,6,6,13,56,0,0,69
ms10,12,6,6,13,16,0,0,29
ms11,12,6,6,13,30,0,0,43
ms12,12,6,6,13,134,0,0,147
ms13,12,6,6,13,142,0,0,155
ms14,12,6,6,13,124,0,0,137
ms3d,12,6,6,13,19,0,0,32
ms7,12,6,6,13,15,0,0,28
ms8,12,6,6,13,9,0,0,22
ms9,12,6,6,13,13,0,0,26
msapp,12,7,5,13,129,87,0,229
msav,12,7,5,13,143,59,0,215
msb,12,6,6,13,58,0,0,71
msbt,12,6,6,13,72,0,0,85
msc,12,6,6,13,60,0,0,73
msch,12,7,5,13,139,60,0,212
mscml,12,3,9,6,0,0,0,6
msct,12,6,6,13,46,0,0,59
mscx,12,8,4,13,83,59,63,218
mscz,12,10,2,13,76,105,57,251
mscz_saving,12,7,5,13,100,79,0,192
msd,12,5,7,13,0,0,0,13
msdvd,12,6,6,13,42,0,0,55
mse,12,6,6,13,21,0,0,34
mseed,12,3,9,6,0,0,0,6
mseq,12,3,9,6,0,0,0,6
msf,12,5,7,13,0,0,0,13
msg,12,8,4,13,368,82,42,505
msh,12,6,6,13,12,0,0,25
msh1xml,12,6,6,13,63,0,0,76
msha,12,6,6,13,47,0,0,60
mshc,12,6,6,13,25,0,0,38
mshi,12,6,6,13,48,0,0,61
msi,12,7,5,13,85,59,0,157
msif,12,5,7,13,0,0,0,13
msim,12,6,6,13,96,0,0,109
msix,12,7,5,13,111,125,0,249
msixbundle,12,6,6,13,165,0,0,178
msixupload,12,6,6,13,89,0,0,102
msk,12,6,6,13,54,0,0,67
mskn,12,6,6,13,17,0,0,30
msl,12,5,7,13,0,0,0,13
msm,12,6,6,13,24,0,0,37
msmpl_all,12,6,6,13,68,0,0,81
msmpl_bank,12,6,6,13,81,0,0,94
msn,12,6,6,13,16,0,0,29
mso,12,6,6,13,41,0,0,54
msp,12,7,5,13,98,39,0,150
msproj,12,7,5,13,151,38,0,202
mspx,12,6,6,13,15,0,0,28
msrcincident,12,7,5,13,79,87,0,179
mss,12,6,6,13,37,0,0,50
msscmp,12,7,5,13,151,29,0,193
msstyle,12,6,6,13,36,0,0,49
msstyles,12,7,5,13,132,104,0,249
mst,12,6,6,13,58,0,0,71
mstbin,12,7,5,13,109,11,0,133
mstxt,12,7,5,13,108,38,0,159
msty,12,3,9,6,0,0,0,6
msu,12,7,5,13,59,61,0,133
msv,12,5,7,13,0,0,0,13
msw,12,7,5,13,68,33,0,114
mswmm,12,10,2,13,167,128,115,423
mt,12,7,5,13,95,49,0,157
mt2,12,8,4,13,54,27,37,131
mt2s,12,6,6,13,12,0,0,25
mt9,12,6,6,13,45,0,0,58
mta,12,6,6,13,39,0,0,52
mtc,12,6,6,13,53,0,0,66
mtd,12,6,6,13,19,0,0,32
mte,12,7,5,13,117,17,0,147
mtf,12,6,6,13,15,0,0,28
mtff,12,6,6,13,16,0,0,29
mtgl,12,7,5,13,117,29,0,159
mth,12,7,5,13,73,43,0,129
mthd,12,6,6,13,40,0,0,53
mti,12,7,5,13,83,44,0,140
